,file,L,a,b
0,tile-images/10009374_1035844769820800_1616234408_n.png,55.46689814988313,-2.289331381052789,-2.6154271470643278
1,tile-images/10349723_1514716235503681_1430105255_n.png,81.42592330453952,-0.21785109530940247,-3.258355529234014
2,tile-images/10454218_890581817629033_1336316294_n.png,44.72818742736345,11.167321438677936,6.060563071834256
3,tile-images/10553974_1427040460927415_768194062_n.png,66.4859696288976,4.54021544535951,2.989338962196099
4,tile-images/10569992_836719873077634_1324728268_n.png,32.81310728007789,9.75954893514741,1.0019219356699756
5,tile-images/10570105_798183556916717_1857177762_n.png,45.02858526171637,7.685585966162796,3.1922477334569885
6,tile-images/10576225_1065773483454680_1790067821_n.png,60.33338442741864,2.7800329610528864,4.370672257046859
7,tile-images/10616952_886908981399427_1821245263_n.png,27.040347848846476,14.302561440246127,5.321696845773426
8,tile-images/10724182_1653288068257476_1990317735_n.png,35.63403144698987,6.09834082259217,17.579798781722975
9,tile-images/10838523_1572346603043900_1154581344_n.png,58.67783785081663,5.647484722427311,8.19125425359328
10,tile-images/10843774_999560773402324_217876112_n.png,39.321031372650516,15.925399907301099,-4.184534864672045
11,tile-images/10843822_785157861575333_1269365466_n.png,44.79905436051254,13.556695283652697,15.428131287898728
12,tile-images/10899374_1381380618853425_1769402184_n.png,82.08823232604503,0.445856355313811,-3.889521032027975
13,tile-images/10914230_915767571807670_1120357457_n.png,45.2076733740339,0.11971654231429354,8.551611837518884
14,tile-images/10919125_325675787626247_1809923994_n.png,18.690973347283837,13.941496964689568,-4.625910499461542
15,tile-images/10963777_784784011577056_937968603_n.png,66.70711683083942,7.918726481035521,13.622698419558956
16,tile-images/10963854_1608254436072492_781260090_n.png,82.13041622499986,0.4728630804449919,-3.7619720223902995
17,tile-images/10963952_1542427156022202_2036125625_n.png,33.485557879817904,8.219556325333308,-8.506196945969895
18,tile-images/10979523_959480044092665_807063730_n.png,36.372411158532216,11.48914690096269,-1.0911770134543008
19,tile-images/10986227_166411317043378_209000213_n.png,76.28492790692579,-13.827087571870312,-18.71887222977598
20,tile-images/10986340_402014366637196_325548791_n.png,52.0456758747069,5.50687828844608,3.139771286420862
21,tile-images/10986418_343386872531565_1559931924_n.png,43.94649323634173,4.765996003598069,5.685339168061823
22,tile-images/10990620_1574073622837520_49916386_n.png,55.46805081933646,-6.546710711904398,3.125701578093601
23,tile-images/10995212_971789889511526_1389090940_n.png,31.826991501267994,10.151918267106417,3.303970423799945
24,tile-images/11005078_1067051216644366_479258989_n.png,49.08225170381362,1.4072613051939769,-0.39697339520433883
25,tile-images/11005141_683688315075186_1906666173_n.png,53.84457591232229,6.524871673591981,-6.905864408247927
